1.46, 4.47, 173, 0.1224, 0.2517, 5
1.52, 4.6, 260, 0.0891, 0.1535, 5
1.45, 4.22, 446, 0.0472, 0.1062, 5
1.48, 4.48, 115, 0.16, 0.15, 5
1.58, 4.56, 148, 0.1382, 0.1301, 5
1.4, 4.33, 122, 0.1389, 0.1204, 5
1.43, 4.35, 112, 0.1649, 0.134, 5
1.44, 4.33, 139, 0.1282, 0.1538, 5
1.38, 4.29, 119, 0.1442, 0.125, 5
1.59, 4.81, 182, 0.1079, 0.0935, 5
1.42, 4.35, 145, 0.136, 0.152, 5
1.36, 4.14, 240, 0.0891, 0.0644, 5
1.58, 4.57, 105, 0.1667, 0.2222, 5
1.49, 4.42, 105, 0.1648, 0.1648, 5
1.31, 4.19, 416, 0.0546, 0.0603, 5
1.5, 4.43, 185, 0.1176, 0.1242, 5
1.46, 4.52, 143, 0.121, 0.25, 5
1.47, 4.38, 119, 0.16, 0.13, 5
1.39, 4.26, 504, 0.0413, 0.0688, 5
1.54, 4.67, 192, 0.1007, 0.0872, 5
1.45, 4.42, 100, 0.1705, 0.1477, 5
1.5, 4.52, 117, 0.1386, 0.1485, 5
1.36, 4.19, 1598, 0.0131, 0.029, 5
1.45, 4.34, 104, 0.1648, 0.1868, 5
1.48, 4.68, 155, 0.1462, 0.1615, 5
1.38, 4.28, 198, 0.109, 0.0833, 5
1.47, 4.35, 197, 0.1059, 0.0941, 5
1.39, 4.28, 282, 0.0773, 0.1045, 5
1.53, 4.53, 173, 0.1259, 0.0963, 5
1.45, 4.43, 179, 0.1034, 0.1379, 5
1.39, 4.21, 173, 0.131, 0.1448, 5
1.34, 4.18, 869, 0.0232, 0.0683, 5
1.46, 4.27, 241, 0.0895, 0.0842, 5
1.51, 4.56, 384, 0.0539, 0.1407, 5
1.51, 4.52, 338, 0.0669, 0.1127, 5
1.46, 4.34, 183, 0.1053, 0.1053, 5
1.46, 4.48, 369, 0.0536, 0.1262, 5
1.47, 4.41, 150, 0.126, 0.126, 5
1.39, 4.08, 134, 0.1345, 0.1092, 5
1.45, 4.37, 103, 0.1648, 0.2198, 5
1.44, 4.47, 139, 0.125, 0.1333, 5
1.48, 4.44, 309, 0.0776, 0.0898, 5
1.36, 4.0, 415, 0.0804, 0.1116, 5
1.25, 4.05, 1411, 0.0153, 0.0409, 5
1.45, 4.55, 137, 0.1186, 0.178, 5
1.43, 4.36, 1999, 0.0116, 0.0506, 5
1.43, 4.34, 816, 0.0281, 0.0656, 5
1.55, 4.67, 147, 0.1349, 0.1032, 5
