1.57, 4.71, 89, 0.2, 0.04, 2
1.41, 4.18, 436, 0.0483, 0.0568, 2
1.45, 4.52, 196, 0.1043, 0.0307, 2
1.5, 4.74, 181, 0.1019, 0.0701, 2
1.6, 4.75, 261, 0.0833, 0.0417, 2
1.49, 4.43, 284, 0.0759, 0.0084, 2
1.63, 4.81, 159, 0.1269, 0.1194, 2
1.51, 4.62, 144, 0.114, 0.0088, 2
1.56, 4.41, 85, 0.2192, 0.0, 2
1.77, 5.19, 137, 0.1504, 0.0088, 2
1.31, 4.06, 256, 0.0882, 0.0294, 2
1.61, 4.78, 206, 0.0982, 0.0, 2
1.46, 4.53, 274, 0.0749, 0.0, 2
1.41, 4.32, 180, 0.1146, 0.0318, 2
1.35, 4.25, 126, 0.1456, 0.0388, 2
1.47, 4.58, 142, 0.1468, 0.0642, 2
1.54, 4.74, 67, 0.1967, 0.0, 2
1.48, 4.64, 126, 0.1509, 0.0094, 2
1.58, 4.6, 99, 0.2179, 0.1282, 2
1.49, 4.67, 315, 0.0593, 0.0185, 2
1.65, 4.96, 59, 0.2941, 0.0, 2
1.61, 4.79, 298, 0.064, 0.016, 2
1.52, 4.57, 73, 0.2407, 0.0, 2
1.59, 4.69, 129, 0.1339, 0.0089, 2
1.42, 4.56, 355, 0.0631, 0.0598, 2
1.55, 4.51, 186, 0.1233, 0.0411, 2
1.39, 4.48, 78, 0.209, 0.0, 2
1.53, 4.54, 346, 0.0586, 0.0069, 2
1.39, 4.37, 75, 0.194, 0.0, 2
1.51, 4.75, 293, 0.0803, 0.0562, 2
1.61, 4.93, 317, 0.0691, 0.0582, 2
1.61, 4.68, 130, 0.1316, 0.0, 2
1.59, 4.7, 146, 0.1379, 0.0603, 2
1.72, 5.01, 91, 0.1711, 0.0526, 2
1.68, 4.96, 62, 0.2642, 0.0755, 2
1.45, 4.73, 168, 0.1127, 0.0282, 2
1.59, 4.85, 107, 0.1744, 0.0581, 2
1.46, 4.43, 160, 0.1298, 0.0153, 2
1.41, 4.42, 132, 0.1304, 0.0087, 2
1.46, 4.47, 264, 0.0647, 0.0517, 2
1.39, 4.22, 240, 0.0792, 0.0743, 2
1.43, 4.4, 275, 0.0633, 0.038, 2
1.53, 4.56, 182, 0.0987, 0.0263, 2
1.7, 5.07, 60, 0.2407, 0.0, 2
1.48, 4.65, 100, 0.1852, 0.0247, 2
1.52, 4.73, 373, 0.0583, 0.0712, 2
1.38, 4.23, 122, 0.1753, 0.0825, 2
1.45, 4.39, 381, 0.0505, 0.0189, 2
1.53, 4.78, 106, 0.1429, 0.0549, 2
1.3, 3.92, 152, 0.1212, 0.0303, 2
1.47, 4.51, 286, 0.0759, 0.0338, 2
1.83, 5.18, 143, 0.124, 0.0, 2
1.57, 4.64, 330, 0.0627, 0.0258, 2
1.59, 4.9, 161, 0.1221, 0.0, 2
1.52, 4.87, 152, 0.1429, 0.0079, 2
1.56, 4.73, 74, 0.2031, 0.0, 2
1.48, 4.69, 104, 0.1591, 0.0114, 2
1.5, 4.64, 167, 0.1168, 0.0, 2
1.32, 4.02, 862, 0.0265, 0.0196, 2
1.54, 4.57, 367, 0.0633, 0.03, 2
1.53, 4.62, 373, 0.0633, 0.0, 2
1.49, 4.73, 261, 0.0791, 0.0326, 2
1.59, 4.83, 273, 0.0717, 0.0314, 2
1.51, 4.64, 220, 0.0851, 0.0319, 2
1.45, 4.48, 268, 0.0742, 0.0437, 2
1.58, 4.64, 113, 0.1414, 0.0, 2
1.36, 4.31, 279, 0.0796, 0.0177, 2
1.43, 4.67, 137, 0.1148, 0.1803, 2
1.63, 4.8, 94, 0.1481, 0.0, 2
1.58, 4.82, 188, 0.1039, 0.0, 2
1.54, 4.81, 222, 0.0919, 0.027, 2
1.3, 3.98, 150, 0.124, 0.0, 2
1.53, 4.5, 203, 0.0932, 0.0621, 2
1.39, 4.35, 286, 0.0675, 0.0464, 2
1.65, 4.9, 107, 0.1928, 0.012, 2
1.41, 4.32, 135, 0.1441, 0.0991, 2
1.65, 5.25, 124, 0.1389, 0.0093, 2
1.41, 4.42, 171, 0.1127, 0.1268, 2
1.55, 4.64, 339, 0.0657, 0.0401, 2
1.42, 4.55, 161, 0.1339, 0.0, 2
1.59, 5.0, 344, 0.0567, 0.0496, 2
1.52, 4.8, 259, 0.0717, 0.0538, 2
1.54, 5.0, 27, 0.5, 0.0417, 2
1.58, 4.56, 162, 0.1128, 0.0301, 2
1.5, 4.66, 250, 0.0817, 0.024, 2
1.58, 4.57, 207, 0.1091, 0.0242, 2
1.42, 4.4, 197, 0.0994, 0.0058, 2
1.74, 5.03, 158, 0.1269, 0.0, 2
1.52, 4.49, 284, 0.0779, 0.0216, 2
1.5, 4.49, 161, 0.1145, 0.0153, 2
1.49, 4.3, 113, 0.1648, 0.0, 2
1.47, 4.76, 251, 0.0744, 0.1116, 2
1.48, 4.51, 143, 0.122, 0.0, 2
1.58, 4.72, 149, 0.1154, 0.0692, 2
1.42, 4.76, 383, 0.0486, 0.076, 2
1.52, 4.79, 184, 0.1019, 0.121, 2
1.45, 4.32, 180, 0.1164, 0.0342, 2
1.56, 4.63, 127, 0.1308, 0.028, 2
1.44, 4.39, 350, 0.0632, 0.0211, 2
1.47, 4.46, 180, 0.0949, 0.0443, 2
1.52, 4.5, 131, 0.1429, 0.0357, 2
1.39, 4.34, 294, 0.07, 0.0617, 2
1.4, 4.46, 161, 0.1103, 0.0662, 2
1.41, 4.39, 141, 0.1053, 0.0075, 2
1.6, 4.75, 193, 0.0958, 0.0299, 2
1.46, 4.41, 201, 0.0947, 0.0, 2
1.67, 5.08, 143, 0.1311, 0.0, 2
1.65, 4.96, 59, 0.2941, 0.0, 2
1.47, 4.66, 120, 0.1296, 0.037, 2
1.32, 4.22, 242, 0.0859, 0.0051, 2
1.5, 4.63, 129, 0.1456, 0.0, 2
1.51, 4.51, 109, 0.1444, 0.0, 2
1.55, 4.54, 287, 0.0717, 0.0886, 2
1.45, 4.34, 155, 0.125, 0.0234, 2
1.53, 4.56, 350, 0.0679, 0.0107, 2
1.46, 4.63, 189, 0.0987, 0.0461, 2
1.45, 4.63, 186, 0.1026, 0.0449, 2
1.53, 4.65, 176, 0.1418, 0.0142, 2
1.45, 4.45, 131, 0.114, 0.0263, 2
1.47, 4.56, 162, 0.1538, 0.0256, 2
